4	-15.0
14	35.0
26	15.0
29	-20.0
34	0.0
36	10.0
41	5.0
46	-15.0
49	5.0
51	-25.0
56	-10.0
60	-20.0
68	0.0
71	-25.0
74	-25.0
76	-30.0
81	20.0
85	-20.0
93	30.0
95	-20.0
102	0.0
104	-25.0
105	-30.0
107	-25.0
112	-10.0
116	15.0
131	50.0
134	-30.0
145	35.0
146	-30.0
149	-20.0
160	35.0
161	-30.0
164	-25.0
167	-25.0
169	-25.0
178	15.0
180	-25.0
195	55.0
203	10.0
207	-10.0
212	-15.0
218	-15.0
219	-30.0
222	5.0
225	-60.0
229	-5.0
231	-25.0
234	-10.0
238	-10.0
241	-20.0
242	-30.0
244	-30.0
246	-20.0
253	-10.0
256	-20.0
261	-45.0
264	-25.0
273	10.0
277	-15.0
279	5.0
281	-20.0
287	-20.0
290	-20.0
298	-10.0
299	-30.0
305	5.0
306	-30.0
309	5.0
311	-20.0
319	0.0
330	20.0
334	-25.0
344	0.0
347	0
357	-5.0
359	-25.0
369	20.0
371	-25.0
374	-60.0
376	-20.0
382	-10.0
394	30.0
396	-30.0
401	-20.0
404	5.0
409	-5.0
414	15.0
418	-15.0
424	30.0
425	-30.0
433	-15.0
448	45.0
451	-10.0
455	-25.0
459	-25.0
469	-15.0
470	-30.0
472	-25.0
474	-25.0
486	75.0
493	30.0
498	-20.0
502	-10.0
505	-30.0
508	5.0
513	0.0
516	-20.0
528	-5.0
533	-15.0
534	-30.0
536	-30.0
537	-30.0
541	-20.0
546	5.0
561	60.0
577	25.0
582	-10.0
593	30.0
602	-10.0
604	-25.0
609	-5.0
611	-20.0
614	-20.0
618	-30.0
624	-15.0
628	-10.0
630	-30.0
633	-30.0
643	25.0
647	0.0
659	45.0
660	-30.0
671	25.0
675	5.0
678	-10.0
684	0.0
688	0.0
691	-25.0
692	-30.0
696	5.0
702	30.0
705	-5.0
714	5.0
718	-15.0
724	0.0
734	5.0
742	-25.0
744	-30.0
747	-20.0
751	-25.0
758	-5.0
759	-30.0
760	-30.0
763	-5.0
767	-15.0
777	10.0
780	-15.0
784	-15.0
786	-30.0
795	15.0
802	20.0
811	35.0
816	-5.0
818	-30.0
822	-5.0
827	-10.0
834	20.0
838	-40.0
844	-10.0
850	-10.0
855	10.0
863	-5.0
865	-20.0
868	-25.0
895	125.0
899	0
910	35.0
911	-30.0
914	-20.0
922	20.0
926	-10.0
930	-30.0
933	-20.0
939	30.0
942	5.0
947	0.0
952	15.0
956	10.0
966	25.0
975	5.0
977	-25.0
986	10.0
992	5.0
998	-10.0
999	-30.0
1008	-5.0
1027	70.0
1035	15.0
1040	-15.0
1045	-15.0
1056	40.0
1058	-30.0
1061	-30.0
1064	-25.0
1073	-5.0
1078	-10.0
1081	-10.0
1088	10.0
1094	10.0
1097	-25.0
1108	-5.0
1120	20.0
1122	-25.0
1129	-15.0
1132	-25.0
1138	-5.0
1147	25.0
1152	-20.0
1156	-30.0
1159	-20.0
1162	-25.0
1165	-25.0
1172	-30.0
1174	-25.0
1176	-20.0
1180	-20.0
1182	-20.0
1186	-15.0
1192	-15.0
1194	-30.0
1195	-30.0
1197	-30.0
1212	75.0
1214	-25.0
1218	-10.0
1221	10.0
1225	-55.0
1227	-25.0
1235	20.0
1238	-15.0
1246	15.0
1248	-25.0
1257	5.0
1260	-45.0
1262	-20.0
1276	60.0
1279	-30.0
1285	5.0
1290	-5.0
1293	-20.0
1308	45.0
1310	-30.0
1322	5.0
1328	-15.0
1335	-15.0
1345	65.0
1349	10.0
1351	-25.0
1358	-10.0
1359	-30.0
1367	0.0
1383	15.0
1394	20.0
1404	15.0
1407	-15.0
1416	-30.0
1420	-20.0
1423	-20.0
1426	-25.0
1429	-20.0
1438	20.0
1439	-30.0
1444	-10.0
1445	-30.0
1448	-25.0
1450	-30.0
1457	20.0
1466	5.0
1469	-10.0
1471	-25.0
1474	10.0
1476	-20.0
1479	-25.0
1482	-15.0
1489	-5.0
1495	-10.0
1498	-25.0
1502	10.0
1511	15.0
1515	-20.0
1520	-10.0
1521	-30.0
1529	-20.0
1531	-25.0
1532	-30.0
1535	-10.0
1547	15.0
1553	-10.0
1556	-30.0
1560	-10.0
1562	-30.0
1566	10.0
1571	-15.0
1577	0.0
1584	0.0
1588	10.0
1593	-10.0
1596	-10.0
1598	0
1602	-20.0
1604	0
1606	-30.0
1610	-5.0
1613	10.0
1624	40.0
1627	-30.0
1631	15.0
1635	-15.0
1637	-55.0
1644	-5.0
1647	-20.0
1654	30.0
1662	15.0
1664	-20.0
1668	-60.0
1670	-15.0
1674	-20.0
1680	-20.0
1683	-30.0
1686	10.0
1691	25.0
1694	-20.0
1697	-25.0
1700	-25.0
1709	15.0
1712	-25.0
1717	-15.0
1719	-30.0
1721	-25.0
1728	-15.0
1731	-25.0
1735	5.0
1737	-20.0
1741	-15.0
1742	-30.0
1746	-20.0
1752	10.0
1758	-5.0
1760	-30.0
1765	-50.0
1771	20.0
1773	-30.0
1782	40.0
1785	-25.0
1788	5.0
1791	-30.0
1802	15.0
1811	15.0
1813	-20.0
1815	-20.0
1824	5.0
1830	-15.0
1834	-15.0
1836	-55.0
1838	-25.0
1844	20.0
1845	-30.0
1847	-30.0
1850	-15.0
1857	-10.0
1858	-30.0
1863	-20.0
1868	20.0
1871	-20.0
1873	0
1886	25.0
1887	-30.0
1892	0.0
1894	-30.0
1899	0
1910	25.0
1911	-30.0
1912	-30.0
1934	115.0
1937	-25.0
1942	5.0
1943	-30.0
1949	-5.0
1952	-25.0
1954	-20.0
1968	35.0
1970	-30.0
1972	-20.0
1973	-30.0
1977	-15.0
1979	-25.0
1984	-10.0
1990	5.0
2005	30.0
2016	15.0
2021	20.0
2027	5.0
2032	-45.0
2041	0.0
2043	-20.0
2059	70.0
2067	15.0
2071	-20.0
2078	5.0
2082	-15.0
2084	-25.0
2095	10.0
2100	10.0
2102	0
2113	40.0
2119	-15.0
2136	65.0
2139	-25.0
2144	-45.0
2146	-25.0
2150	15.0
2161	20.0
2165	10.0
2169	5.0
2179	45.0
2182	-15.0
2186	20.0
2188	-30.0
2189	-30.0
2203	40.0
2210	-5.0
2212	-30.0
2216	-20.0
2246	55.0
2248	-30.0
2250	-25.0
2252	-30.0
2258	15.0
2261	-20.0
2270	5.0
2272	-20.0
2273	-30.0
2276	-20.0
2277	-30.0
2286	30.0
2302	30.0
2305	-20.0
2308	-15.0
2309	-30.0
2321	60.0
2335	55.0
2340	-5.0
2346	0.0
2353	10.0
2359	-15.0
2371	35.0
2375	-10.0
2378	-25.0
2384	0.0
2386	-20.0
2396	0.0
2400	-15.0
2403	-5.0
2405	-25.0
2417	55.0
2421	-10.0
2422	-30.0
2424	-25.0
2431	10.0
2439	5.0
2459	90.0
2461	-25.0
2462	-30.0
2464	-25.0
2466	-20.0
2469	-15.0
2481	20.0
2484	-25.0
2486	-30.0
2489	-25.0
2490	-30.0
2492	-25.0
2495	-15.0
2507	5.0
2515	15.0
2518	-20.0
2524	-15.0
2528	-20.0
2531	-20.0
2533	-25.0
2534	-30.0
2538	-25.0
2543	-25.0
2544	-30.0
2549	0.0
2552	-25.0
2554	-30.0
2556	-20.0
2563	5.0
2568	-20.0
2570	-30.0
2586	55.0
2599	45.0
2605	30.0
2610	-20.0
2612	-20.0
2631	100.0
2633	-25.0
2635	-25.0
2647	40.0
2648	-30.0
2650	-30.0
2652	-20.0
2655	-30.0
