2	2.0
6	-18.0
11	-26.0
13	-22.0
18	-30.0
19	-30.0
22	-24.0
27	4.0
30	6.0
39	26.0
42	-26.0
47	-20.0
51	-20.0
57	-20.0
65	8.0
69	-30.0
72	6.0
76	-30.0
79	6.0
83	4.0
85	-30.0
87	-28.0
89	2.0
102	34.0
113	22.0
119	-14.0
122	-22.0
126	6.0
128	-26.0
141	26.0
149	-10.0
154	-26.0
158	4.0
162	0
164	-30.0
172	-14.0
178	-24.0
182	-14.0
183	-30.0
190	-14.0
195	-16.0
205	8.0
211	6.0
215	-20.0
222	-26.0
225	-30.0
227	-26.0
230	-28.0
232	-26.0
237	8.0
243	-20.0
246	6.0
248	-28.0
249	-30.0
251	-26.0
255	-28.0
258	-30.0
260	-26.0
265	-20.0
268	2.0
271	4.0
281	18.0
284	-28.0
286	-26.0
292	-26.0
293	-30.0
296	-30.0
299	-24.0
302	-30.0
305	2.0
314	14.0
320	8.0
321	-30.0
326	-20.0
332	4.0
337	6.0
339	-28.0
340	-30.0
352	-14.0
362	-18.0
364	-30.0
369	-18.0
370	-30.0
373	-26.0
374	-30.0
381	8.0
384	-24.0
386	-26.0
388	2.0
395	6.0
398	-26.0
400	2.0
404	-28.0
414	-26.0
416	-28.0
423	20.0
430	-16.0
431	-30.0
433	-26.0
434	-30.0
442	-10.0
446	-26.0
449	-24.0
453	8.0
459	-50.0
462	-28.0
465	-30.0
475	-32.0
480	-18.0
485	-28.0
503	14.0
508	8.0
512	-24.0
516	-22.0
519	-30.0
521	-28.0
524	2.0
528	-26.0
532	2.0
538	-24.0
541	-28.0
552	-8.0
554	2.0
565	0.0
577	-10.0
580	-30.0
582	-28.0
586	-58.0
588	2.0
594	-24.0
595	-30.0
599	-30.0
607	-20.0
610	-30.0
612	-28.0
617	10.0
623	-14.0
638	0.0
643	-28.0
646	-24.0
650	6.0
653	-30.0
654	-30.0
656	2.0
660	-24.0
663	-26.0
667	-28.0
668	-30.0
673	-20.0
675	-26.0
681	-52.0
691	-8.0
697	-24.0
699	-26.0
702	-58.0
704	-30.0
705	-30.0
706	-30.0
709	-28.0
712	-30.0
714	-26.0
719	-22.0
725	-8.0
728	4.0
729	-30.0
738	-12.0
741	-28.0
745	-16.0
748	-24.0
750	2.0
759	-12.0
770	-8.0
772	-28.0
781	-20.0
784	-28.0
786	-28.0
789	-20.0
791	-28.0
793	-28.0
795	-28.0
797	-28.0
800	-28.0
803	-30.0
805	-28.0
809	12.0
815	-28.0
817	-28.0
822	8.0
825	-30.0
829	-20.0
832	4.0
834	-28.0
864	38.0
867	-30.0
869	-28.0
871	2.0
874	0
876	2.0
879	-30.0
883	-24.0
884	-30.0
886	-28.0
888	-58.0
892	2.0
897	16.0
899	-28.0
902	-26.0
904	-28.0
907	-22.0
915	8.0
917	-28.0
927	-30.0
936	-26.0
938	2.0
949	-2.0
952	-30.0
959	-8.0
961	-28.0
966	-22.0
974	-14.0
978	8.0
980	-28.0
986	-18.0
990	-26.0
992	-28.0
995	4.0
998	-26.0
1002	-20.0
1009	12.0
1013	4.0
1014	-30.0
1022	-18.0
1026	8.0
1033	-4.0
1036	-28.0
1039	-30.0
1040	-30.0
1043	-30.0
1048	-18.0
1055	12.0
1057	-28.0
1066	-10.0
1069	-22.0
1072	-30.0
1076	8.0
1091	18.0
1093	-28.0
1102	16.0
1104	-30.0
1114	-22.0
1117	-28.0
1125	2.0
1128	-28.0
1130	2.0
1135	-16.0
1140	-26.0
1143	-30.0
1145	2.0
1149	12.0
1153	-30.0
1156	4.0
1168	16.0
1170	-28.0
1173	-24.0
1174	-30.0
1178	-30.0
1181	6.0
1191	-42.0
1196	10.0
